название,описание,цена,картинка
Ноутбук Acer Nitro AN515-57 Intel Core i5-11400H 16GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (6/12) 2700 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 16 GB DDR4; накопитель HDD 1000...            ",105030 сом,https://www.kivano.kg/images/product/100839/1638383287_85945100.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 128GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя SSD: 128 GB; Вес: от 1.85 кг            ",60080 сом,https://www.kivano.kg/images/product/102119/1641266516_51352000.jpg
Ноутбук Asus X515J Intel Pentium 6805 12GB DDR4 256GB SSD NVIDIA MX130 FHD DOS Slate Gray,"



        Операционная система DOS; процессор Intel Pentium 6805 (2/4) 1100-3000 MHz; оперативная память 12GB DDR4; накопитель 256GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX130            ",40200 сом,https://www.kivano.kg/images/product/106983/1653559175_38358600.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 128GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.7 кг            ",53520 сом,https://www.kivano.kg/images/product/107751/1655886912_06959300.png
Ноутбук Lenovo Ideapad 15IGL05 Intel Celeron N4020 8GB DDR4 240GB SSD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Celeron N4020 (2/2) 1100-2800 MHz; оперативная память 8GB DDR4; накопитель 240GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",27540 сом,https://www.kivano.kg/images/product/108263/1656577109_38204000.jpg
Ноутбук Acer Aspire A317-32-C3M5 Intel Celeron N4020 4GB DDR4 256GB SSD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.1 Ггц; видеоадаптер встроенный; экран 17.3"" TN 1600x900; объем оперативной памяти 4 Гб; накопитель SSD 256 Гб; вес от 2.8 кг            ",35370 сом,https://www.kivano.kg/images/product/90856/1617873155_41875000.jpg
Ноутбук Acer Aspire A315 Intel Celeron N4000 8GB DDR4 240GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Celeron N4000; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; оперативная память 8 Гб; накопитель SSD 240 Гб; вес от 1.94 кг            ",30970 сом,https://www.kivano.kg/images/product/91624/1619633483_74534900.jpg
Ноутбук Acer Nitro AN515-57 Intel Core i5-11400H 24GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (6/12) 2700 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 24 GB DDR4; накопитель HDD 1000...            ",110700 сом,https://www.kivano.kg/images/product/100840/1638383301_31071800.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 4GB DDR4 1000GB HDD + 256GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB + SSD...            ",50190 сом,https://www.kivano.kg/images/product/102888/1643267063_74414900.png
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 4GB DDR 128GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.7 кг            ",46950 сом,https://www.kivano.kg/images/product/107752/1655887007_89190600.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 4GB DDR4 256GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель SSD 256 Гб; DVDRW нет; вес от 1.9 кг            ",45730 сом,https://www.kivano.kg/images/product/92393/1620892205_02624600.jpg
Ноутбук Acer Nitro AN515-57 Intel Core i5-11400H 32GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (6/12) 2700 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 32 GB DDR4; накопитель HDD 1000...            ",115050 сом,https://www.kivano.kg/images/product/100841/1638383312_46324300.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 1000GB HDD + 128GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя HDD: 1000; Объем накопителя SSD: 128 GB; Вес: от 1.85 кг            ",63580 сом,https://www.kivano.kg/images/product/102121/1641266888_23482200.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 8GB DDR4 1000GB HDD + 256GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD...            ",51950 сом,https://www.kivano.kg/images/product/102889/1643267100_06474900.png
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 8GB DDR 128GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.7 кг            ",48710 сом,https://www.kivano.kg/images/product/107753/1655887103_34439300.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 256GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель SSD 256 Гб; DVDRW нет; вес от 1.9 кг            ",47910 сом,https://www.kivano.kg/images/product/92394/1620892223_52589300.jpg
Ноутбук Acer Nitro 5 Intel Core i5-10300H 8GB DDR4 512GB SSD NVIDIA RTX 3050 4GB FHD DOS черный,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10300H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: NVIDIA RTX 3050; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес: от 2.3 кг            ",83590 сом,https://www.kivano.kg/images/product/99050/1633681252_47311700.jpg
Ноутбук Acer Nitro AN515-57 Intel Core i5-11400H 48GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX 3050 FHD DOS Black,"



        Операционная система DOS процессор Intel Core i5 (6/12) 2700 - 4500 MHz; видеоадаптер NVIDIA RTX 3050 4GB GDDR6; экран 15.6"" IPS 1920x1080; оперативная память 48 GB DDR4; накопитель HDD 1000...            ",127420 сом,https://www.kivano.kg/images/product/100842/1638383322_16182600.jpg
Ноутбук HP 250 G8 Intel Core i7-1065G7 8GB DDR 256GB SSD Intel UHD Graphics G1 FHD WIN10 черный,"



        Тип: ноутбук; Операционная система: Windows 10; Процессор: Intel Core i7-1065G7; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel UHD Graphics G1; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 256 GB; Вес: от 1.74 кг            ",74510 сом,https://www.kivano.kg/images/product/101354/1639649138_70397900.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 12GB DDR4 1000GB HDD + 256GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB + SSD...            ",53690 сом,https://www.kivano.kg/images/product/102890/1643267136_32404900.png
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 12GB DDR 1000GB HDD + 128GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 128 Gb; Вес: от 1.7...            ",53080 сом,https://www.kivano.kg/images/product/107754/1655887277_71155800.png
Ноутбук Asus TUF Dash F15 FX516PE Intel Core i5-11300H 16GB DDR4 512GB SSD Nvidia RTX3050Ti 4GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core  i5-11300H; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер: Nvidia RTX 3050TI; Объем оперативной памяти: 16  GB DDR4; Объем накопителя SSD: 512 GB; Вес: от 2 кг            ",104520 сом,https://www.kivano.kg/images/product/99051/1633681745_04808900.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 1000GB HDD + 256GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя HDD: 1000; Объем накопителя SSD: 256 GB; Вес: от 1.85 кг            ",65320 сом,https://www.kivano.kg/images/product/102123/1641267538_30743100.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 20GB DDR4 1000GB HDD + 256GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 20 GB DDR4; накопитель HDD 1000 GB + SSD...            ",57190 сом,https://www.kivano.kg/images/product/102891/1643267184_42766800.png
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 12GB DDR 1000GB HDD + 256GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 256 Gb; Вес: от 1.7...            ",54390 сом,https://www.kivano.kg/images/product/107755/1655887383_95768900.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 4GB DDR4 512GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 1.9 кг            ",49140 сом,https://www.kivano.kg/images/product/92396/1620892257_43352600.jpg
Ноутбук Asus TUF Gaming F15 FX506HM Intel Core i5-11400H 16GB DDR4 512GB SSD Nvidia RTX3060 6GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор:  Intel Core i5-11400H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX3060; Объем оперативной памяти: 16 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 2.3 кг            ",115920 сом,https://www.kivano.kg/images/product/98284/1632377988_61545400.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 4GB DDR4 1000GB HDD + 512GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB + SSD...            ",52820 сом,https://www.kivano.kg/images/product/102892/1643267230_91966400.png
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 12GB DDR 1000GB HDD + 512GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 512 Gb; Вес: от 1.7...            ",57020 сом,https://www.kivano.kg/images/product/107756/1655887477_33547100.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 512GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 1.9 кг            ",51330 сом,https://www.kivano.kg/images/product/92397/1620892275_61370900.jpg
Ноутбук Acer Aspire A315-34-P351 Intel Pentium N5030 8GB DDR4 240GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Pentium (4/4) 1100 - 3100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель SSD 240 GB; DVDRW нет; вес...            ",31330 сом,https://www.kivano.kg/images/product/101357/1639650137_53667900.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 1000GB HDD + 512GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя HDD: 1000; Объем накопителя SSD: 512 GB; Вес: от 1.85 кг            ",68820 сом,https://www.kivano.kg/images/product/102125/1641267729_91728200.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 8GB DDR4 1000GB HDD + 512GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD...            ",54570 сом,https://www.kivano.kg/images/product/102893/1643267304_86099600.png
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 12GB DDR 1000GB HDD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя HDD: 1000 Gb; Вес: от 1.7 кг            ",50450 сом,https://www.kivano.kg/images/product/107757/1655888472_82337300.png
Ноутбук HP 15-dw1170ur Intel Core i5-10210U 8GB DDR4 256GB SSD Intel UHD Graphics 620 FHD DOS черный,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер:Intel UHD Graphics 620; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 256 GB; Вес: от 2.14 кг            ",64890 сом,https://www.kivano.kg/images/product/99054/1633682658_06035700.jpg
Ноутбук HP 15s-fq3025ur 3V048EA#ACB Intel Pentium N6000 4GB DDR 256GB SSD Intel UHD Graphics FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Pentium N6000; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel UHD Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.65 кг            ",38000 сом,https://www.kivano.kg/images/product/101870/1640579362_94740500.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 12GB DDR4 1000GB HDD + 512GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB + SSD...            ",56320 сом,https://www.kivano.kg/images/product/102894/1643267349_45748000.png
Ноутбук Lenovo Ideapad L3 15ITL6 Intel Pentium Gold 7505 4GB DDR 512GB SSD Intel UHD Graphics FHD DOS серебристый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Pentium Gold 7505; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 4 GB DDR; Объем накопителя SSD: 512 GB; Вес: от 2.2...            ",35540 сом,https://www.kivano.kg/images/product/105198/1649304094_94237000.jpg
Ноутбук Asus Vivobook 15 OLED M513UA AMD Ryzen 7 5700U 12GB DDR4 256GB SSD FHD W11 Black,"



        Операционная система Windows 11; процессор AMD Ryzen 7 5700U (8/16) 1800-4300 MHz; оперативная память 12GB DDR4; накопитель 256GB SSD; экран 15.6"" OLED 1920x1080; видеоадаптер Radeon Graphics            ",69960 сом,https://www.kivano.kg/images/product/106990/1653560148_90138700.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 12GB DDR 256GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.7 кг            ",51760 сом,https://www.kivano.kg/images/product/107758/1655888594_82499900.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 4GB DDR4 500GB HDD + 128GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб + SSD 128 Гб; DVDRW нет; вес...            ",47820 сом,https://www.kivano.kg/images/product/92399/1620894615_92070000.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 1000GB HDD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя HDD: 1000; Вес: от 1.85 кг            ",60080 сом,https://www.kivano.kg/images/product/102127/1641267909_32049600.jpg
Ноутбук Acer Extensa EX215-52-56N2 Intel Core i5-1035G1 20GB DDR4 1000GB HDD + 512GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i5 (4/8) 1000 - 3600 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 20 GB DDR4; накопитель HDD 1000 GB + SSD...            ",59380 сом,https://www.kivano.kg/images/product/102895/1643267398_14645900.png
Ноутбук Lenovo Ideapad L3 15ITL6 Intel Pentium Gold 7505 8GB DDR 512GB SSD Intel UHD Graphics FHD DOS серебристый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Pentium Gold 7505; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 8 GB DDR; Объем накопителя SSD: 512 GB; Вес: от 2.2...            ",37310 сом,https://www.kivano.kg/images/product/105199/1649304190_34585400.jpg
Ноутбук Asus Vivobook 15 OLED M513UA AMD Ryzen 7 5700U 16GB DDR4 256GB SSD FHD W11 Black,"



        Операционная система Windows 11; процессор AMD Ryzen 7 5700U (8/16) 1800-4300 MHz; оперативная память 16GB DDR4; накопитель 256GB SSD; экран 15.6"" OLED 1920x1080; видеоадаптер Radeon Graphics            ",71880 сом,https://www.kivano.kg/images/product/106991/1653560169_98894900.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 12GB DDR 512GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 1.7 кг            ",54390 сом,https://www.kivano.kg/images/product/107759/1655888685_26118800.png
Ноутбук Dell Latitude 15 3510 Intel Core i5-10210U 8GB DDR4 500GB HDD W10 Silver,"



        Операционная система Windows 10; 4х-ядерный процессор 1.6 Ггц; видеоадаптер встроенный; экран 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель HDD 500 Гб; вес от 1.9 кг            ",67520 сом,https://www.kivano.kg/images/product/89584/1614831659_96288100.jpg
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 500GB HDD + 128GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель HDD 500 Гб + SSD 128 Гб; DVDRW нет; вес...            ",50010 сом,https://www.kivano.kg/images/product/92400/1620894643_29041500.jpg
Ноутбук Acer A315-34-P351 Intel Pentium N5030 4GB DDR4 1000GB HDD DOS Black,"



        Операционная система DOS; процессор Intel Pentium (4/4) 1100 - 3100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB; DVDRW нет; вес...            ",29390 сом,https://www.kivano.kg/images/product/99568/1634809107_38990700.jpg
Ноутбук Asus L510MA-WB04 Intel Celeron N4020 4GB DDR4 128GB SSD FHD W10 Star Black,"



        Операционная система Windows 10; процессор Intel Celeron (2/2) 1100 - 2800 MHz; видеоадаптер Intel Graphics; экран 15.6"" IPS 1920x1080; оперативная память 4 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...            ",28950 сом,https://www.kivano.kg/images/product/102896/1643269207_44762400.jpg
Ноутбук Lenovo V15 82NB000GAK Intel Core i3-10110U 8GB DDR4 1000GB HDD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i3-10110U (2/4) 2100-4100 MHz; оперативная память 8 GB DDR4; накопитель 1000 GB HDD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",34050 сом,https://www.kivano.kg/images/product/106480/1652422359_80648600.jpg
Ноутбук Asus TUF FX506HEB Intel Core i5-11400H 16GB DDR4 512GB SSD NVIDIA RTX3050 Ti FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i5-11400H (6/12) 2700-4500 MHz; оперативная память 16GB DDR4; накопитель 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050 Ti            ",101110 сом,https://www.kivano.kg/images/product/106992/1653560563_63817000.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 1000GB HDD + 128GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 128 Gb; Вес: от 1.7...            ",56140 сом,https://www.kivano.kg/images/product/107760/1655888821_98481900.png
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 256GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя SSD: 256 GB; Вес: от 1.85 кг            ",60950 сом,https://www.kivano.kg/images/product/102129/1641268107_53130500.jpg
Ноутбук Asus L510MA-WB04 Intel Celeron N4020 4GB DDR4 256GB SSD FHD W10 Star Black,"



        Операционная система Windows 10; процессор Intel Celeron (2/2) 1100 - 2800 MHz; видеоадаптер Intel Graphics; экран 15.6"" IPS 1920x1080; оперативная память 4 GB DDR4; накопитель SSD 256 GB; DVDRW нет;...            ",30270 сом,https://www.kivano.kg/images/product/102897/1643269223_97206800.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 1000GB HDD + 256GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 256 Gb; Вес: от 1.7...            ",57450 сом,https://www.kivano.kg/images/product/107761/1655888915_49212800.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 4GB DDR4 500GB HDD + 256GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб + SSD 256 Гб; DVDRW нет; вес...            ",48710 сом,https://www.kivano.kg/images/product/92402/1620894683_14956400.jpg
Ноутбук HP 15-DY2091WM Intel Core i3-1115G4 8GB DDR4 256GB SSD W10 Silver,"



        Операционная система Windows 10 (EN); процессор Intel Core i3-1115G4 (2/4) 3000 - 4100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель SSD 256 GB;...            ",42830 сом,https://www.kivano.kg/images/product/104946/1648656697_11226200.png
Ноутбук Dell Alienware M15 R5 AMD Ryzen 7 5800H 16GB DDR 512GB SSD NVIDIA RTX 3070 8GB FHD W10 Dark Side of the Moon,"



        Тип: ноутбук; Операционная система: Windows 10; Процессор: AMD Ryzen 7-5800H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX 3070; Объем оперативной памяти: 16 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес от 2,6 кг            ",185620 сом,https://www.kivano.kg/images/product/105202/1649388353_29908400.jpg
Ноутбук Asus TUF FX506HEB Intel Core i5-11400H 32GB DDR4 512GB SSD NVIDIA RTX3050 Ti FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i5-11400H (6/12) 2700-4500 MHz; оперативная память 32GB DDR4; накопитель 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050 Ti            ",109400 сом,https://www.kivano.kg/images/product/106994/1653560575_00371500.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 1000GB HDD + 512GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 512 Gb; Вес: от 1.7...            ",60950 сом,https://www.kivano.kg/images/product/107762/1655889021_77825300.png
